Id,label,x,y,size,showlabel
Dual-energy,Dual-energy,2534.896973,770.73114,9.711952,
quality-of-service,quality-of-service,-4192.860352,-103.501991,9.710691,
Financial,Financial,-1834.483398,1865.486084,9.707789,
Pricing,Pricing,-1909.052124,1735.652588,9.707789,
Profitability,Profitability,-1830.84021,1823.762329,9.707789,
Electrophysiological,Electrophysiological,2123.439941,1844.755005,9.703434,
Confidential,Confidential,-3453.79541,1177.308594,9.694101,
tours,tours,-1866.963745,1142.745483,9.694101,
ripple,ripple,-2244.016602,-1439.753174,9.694101,
Lumbar,Lumbar,2184.204834,968.620239,9.694101,
Climatology,Climatology,892.751526,-3889.494873,9.676734,
winter,winter,987.595398,-3879.943115,9.676734,
Died,Died,3330.985352,842.334534,9.656713,
Relaying,Relaying,-4230.130859,-211.071915,9.652555,
Photometric,Photometric,71.678383,-795.456848,9.65155,
quasars,quasars,181.969299,-772.848267,9.65155,
Phosphorylation,Phosphorylation,3325.592773,-1245.728638,9.650225,
Dosimetry,Dosimetry,2214.066895,397.243683,9.649389,
keV,keV,2477.378174,649.487488,9.649389,
H∞,H∞,-2319.045166,-705.658142,9.645702,
Intel,Intel,-3749.750977,1963.552246,9.629793,
threads,threads,-3762.611084,1984.4104,9.629793,
processors,processors,-3737.792969,1885.915649,9.629793,
Transcriptional,Transcriptional,3894.707031,-930.265686,9.626065,
DEGs,DEGs,3886.272705,-664.19751,9.626065,
Infiltration,Infiltration,3831.040527,-432.473785,9.626065,
transcriptome,transcriptome,3850.285156,-912.10199,9.626065,
biomechanics,biomechanics,1842.055054,1073.793823,9.625497,
Heated,Heated,-639.892639,-1962.488525,9.619246,
nanoparticles,nanoparticles,-284.839386,-2016.355469,9.619246,
Ceramics_and_Composites,Ceramics_and_Composites,139.338715,-1464.686768,9.611743,
supplier,supplier,-1939.667847,1794.551636,9.611743,
tweets,tweets,-1049.255737,2893.112549,9.603827,
Textual,Textual,-1059.667236,2930.389404,9.603827,
English,English,-939.206787,2898.112061,9.603827,
Unscented_Kalman_filter,Unscented_Kalman_filter,-1085.489502,-280.782837,9.598299,
Indoor,Indoor,-3289.751709,-65.545425,9.598299,
INS,INS,-994.093384,-247.275848,9.598299,
CT,CT,2567.689453,671.266357,9.586599,
HU,HU,2613.653076,709.817322,9.586599,
Porosity,Porosity,471.068359,-2550.462646,9.586599,
Geophysical,Geophysical,480.544647,-2663.791748,9.586599,
reservoirs,reservoirs,532.702271,-2614.446045,9.586599,
Logging,Logging,470.815002,-2574.361816,9.586599,
minerals,minerals,548.354431,-2571.839355,9.586599,
30-Day,30-Day,3344.005371,909.979004,9.581699,
multi-objective,multi-objective,-1042.123291,1222.884888,9.579609,
Conflicting,Conflicting,-1081.248901,1248.966675,9.579609,
MOO,MOO,-1061.948364,1291.525391,9.579609,
bi-objective,bi-objective,-1103.165161,1239.535645,9.579609,
KEGG,KEGG,3879.009766,-768.157288,9.57828,
Histological,Histological,3797.865967,-83.895035,9.57828,
Chemotherapy,Chemotherapy,3768.967773,-219.289474,9.57828,
Undirected,Undirected,-2519.005371,2630.059326,9.576328,
VNS,VNS,-1959.042847,1146.564209,9.576328,
Domination,Domination,-2575.877686,2719.829102,9.576328,
Exploitation,Exploitation,-1478.795166,949.50885,9.576328,
Swarm_intelligence,Swarm_intelligence,-1572.913086,970.320923,9.576328,
Inhibition,Inhibition,2839.17041,-1532.917603,9.573175,
pocket,pocket,2856.615967,-1601.116333,9.573175,
mutants,mutants,3052.106201,-1471.465576,9.573175,
Functional_connectivity,Functional_connectivity,1939.831299,1947.475952,9.572298,
Hippocampal,Hippocampal,2007.869019,1911.485718,9.572298,
exclusive,exclusive,-1810.076416,2725.943604,9.567234,
single-phase,single-phase,-2289.217773,-1354.47998,9.567234,
Springer_Nature.A,Springer_Nature.A,-1861.39624,2748.5,9.567234,
Femoral,Femoral,2091.597656,1021.104004,9.556621,
Landsat-8,Landsat-8,1123.223999,-3742.496582,9.554676,
Northern,Northern,1034.525879,-3883.698486,9.554676,
OCTA,OCTA,2656.09375,1000.148071,9.551862,
plaintexts,plaintexts,-3423.112061,1315.865356,9.544068,
nanofluids,nanofluids,-640.47699,-1990.009644,9.544068,
ciphertexts,ciphertexts,-3515.23584,1264.604004,9.544068,
protects,protects,-3416.903076,1232.327637,9.544068,
Angiography,Angiography,2859.939209,1024.934814,9.544068,
Viscous,Viscous,-739.578857,-1966.873413,9.544068,
Parallelism,Parallelism,-3786.755371,1948.325195,9.539358,
BER,BER,-4089.654541,-249.191422,9.535694,
Benign,Benign,3722.830322,40.690727,9.530364,
Malignant,Malignant,3729.379395,4.721981,9.530364,
