Id,label,x,y,size,showlabel
"TNF","TNF",2762.3687,2436.017,9.960703,false
"HSP90AB1","HSP90AB1",3017.8723,2595.2427,9.960438,false
"© Pharmacotherapy Group","© Pharmacotherapy Group",2684.871,1605.0469,9.949432,false
"Harvard University","Harvard University",337.79587,710.37286,9.946974,false
"Aerosol","Aerosol",2825.1626,-2484.8892,9.9344845,false
"Queen's University","Queen's University",-650.3794,-3165.5806,9.933178,false
"C++ Journal","C++ Journal",-493.88483,-2967.4956,9.929625,false
"TCMSP","TCMSP",2940.9724,2443.814,9.925243,false
"Glide","Glide",2655.25,1498.0382,9.92437,false
"KIF20A","KIF20A",3207.9058,2704.6362,9.918049,false
"Turicibacter","Turicibacter",3113.4036,517.54645,9.91781,false
"SNPs&GO","SNPs&GO",2946.375,1759.5746,9.914257,false
"Yale University","Yale University",722.398,1432.5165,9.911011,false
"COL1A2","COL1A2",2905.099,2693.267,9.906205,false
"Normalized Absolute Error","Normalized Absolute Error",-2541.9883,1355.0317,9.901543,false
"Integrated Discovery","Integrated Discovery",3098.1829,2414.3455,9.894663,false
"American College of Endocrinology","American College of Endocrinology",1247.7241,3049.4558,9.894352,false
"Maciel","Maciel",-963.8364,-3090.2334,9.880694,false
"Direct FITting","Direct FITting",2461.562,-2905.2017,9.870991,false
"Biosphere","Biosphere",2183.0825,-2634.3613,9.868711,false
"FBXW7","FBXW7",3168.605,2593.8174,9.866321,false
"Benralizumab","Benralizumab",1475.3679,2504.025,9.852535,false
"VEGFA","VEGFA",2996.5122,2452.4324,9.848261,false
"Restrictions","Restrictions",-602.6548,-3106.0576,9.844059,false
"Pirzadeh","Pirzadeh",-959.0557,-3121.1165,9.833919,false
"Climate Prediction Center","Climate Prediction Center",2401.0962,-2478.3518,9.832384,false
"GLI2","GLI2",3013.2644,2551.1091,9.817549,false
"Tropical Rainfall Measurement Mission (TRMM","Tropical Rainfall Measurement Mission (TRMM",2399.822,-2456.2153,9.817029,false
"ISSN","ISSN",914.7701,-2348.341,9.814077,false
"Tao Huang","Tao Huang",1252.7739,1795.5844,9.808844,false
"KIF11","KIF11",3145.252,2796.3525,9.807083,false
"Coastal Research","Coastal Research",893.3967,-2382.8613,9.800924,false
"China National Knowledge Infrastructure","China National Knowledge Infrastructure",911.27576,2824.4414,9.791044,false
"Suomi National Polar-orbiting","Suomi National Polar-orbiting",2712.661,-2833.2146,9.7895775,false
"nsSNPAnalyzer","nsSNPAnalyzer",2936.4294,1736.9396,9.783902,false
"PARTICIPANTS/MATERIALS","PARTICIPANTS/MATERIALS",1513.3541,1568.6049,9.777134,false
"The Estimation of STromal","The Estimation of STromal",3051.0835,2881.839,9.765497,false
"Computer Physics Communications","Computer Physics Communications",-549.87885,-3024.194,9.752746,false
"Science, Embase","Science, Embase",908.7431,2846.7156,9.752003,false
"the Zagros Mountains","the Zagros Mountains",1575.7738,-1154.6858,9.749495,false
"O145","O145",1762.3932,243.93126,9.7264805,false
"GeneMANIA","GeneMANIA",2983.6765,2760.1328,9.718117,false
"IGF1","IGF1",2966.328,2536.5078,9.711742,false
"ITGB2","ITGB2",2959.6987,2694.0933,9.704511,false
"±0.25","±0.25",-124.34417,2814.9556,9.703871,false
"American Urological Association Education","American Urological Association Education",949.8769,3105.3943,9.701606,false
"Research, Inc.","Research, Inc.",926.33405,3111.7617,9.701606,false
"MMP13","MMP13",2752.3538,1945.7983,9.700218,false
"CD25","CD25",2612.426,2492.6138,9.692699,false
"CD44","CD44",2819.2654,2600.1956,9.682787,false
"NAFSMF","NAFSMF",-2533.1946,1433.5408,9.677928,false
"Barrett Universal II","Barrett Universal II",-104.46348,2813.9937,9.659563,false
"PIK3R1","PIK3R1",3081.6924,2543.7063,9.658314,false
"Veillonella","Veillonella",3041.5933,582.0359,9.657572,false
"GEO-KOMPSAT-2A","GEO-KOMPSAT-2A",2597.8152,-2549.3943,9.646169,false
"KOWWIN","KOWWIN",2227.7627,746.8356,9.644256,false
"Joint Surgeons","Joint Surgeons",612.30365,2733.6716,9.643743,false
"The Association of Bone","The Association of Bone",628.5178,2745.315,9.643743,false
"CYP2C19","CYP2C19",2636.5505,1891.3953,9.635685,false
"LtdAims/Introduction","LtdAims/Introduction",1624.5559,2033.866,9.626858,false
"PrognoScan","PrognoScan",3121.0613,2826.3962,9.621379,false
"NRXN1","NRXN1",2729.2815,2276.4907,9.618775,false
"PTPN11","PTPN11",3045.2454,2585.2131,9.61595,false
"Prevalence","Prevalence",1156.7728,2353.134,9.614416,false
"RRM2","RRM2",3214.9,2735.1514,9.611273,false
"IL1B","IL1B",2903.1096,2489.6963,9.604935,false
"COL6A1","COL6A1",2972.9368,2715.0967,9.591774,false
"Atmospheric Correction","Atmospheric Correction",2884.2131,-2003.4253,9.591272,false
"MiRNA-Disease Association","MiRNA-Disease Association",1974.9252,3160.6858,9.581514,false
"FLNA","FLNA",2951.3582,2486.8875,9.581366,false
"Baboon","Baboon",-2532.9275,1395.4386,9.58119,false
"Belfast","Belfast",-639.57574,-3199.5266,9.57573,false
"Expression","Expression",3087.94,2866.4182,9.575562,false
"IL6R","IL6R",2757.9514,2405.8271,9.56703,false
"IRF4","IRF4",2966.06,2783.0781,9.554377,false
"Precipitation Analysis","Precipitation Analysis",2425.1277,-2545.4473,9.553778,false
"Nicotiana benthamiana","Nicotiana benthamiana",3379.4219,218.54126,9.551195,false
"MlogP","MlogP",2196.6199,739.87384,9.547863,false
"METTL3","METTL3",2896.9238,2842.7883,9.539395,false
"SRK/T","SRK/T",-89.35984,2800.77,9.537989,false
"PHD-SNP","PHD-SNP",2956.2126,1741.614,9.53739,false
"MAPK14","MAPK14",2826.6897,1873.076,9.529757,false
"The Ozone Mapping and","The Ozone Mapping and",2623.7195,-2931.8848,9.527899,false
"RWRMDA","RWRMDA",2025.3387,3151.592,9.524445,false
"REL","REL",2902.2373,2239.1895,9.520032,false
"Mapk8","Mapk8",2931.2197,2309.6365,9.515905,false
"Critique","Critique",-903.23804,-1101.6318,9.513489,false
"0.885","0.885",906.43066,1975.8428,9.510452,false
"Asian Association for the Study of Diabetes (AASD","Asian Association for the Study of Diabetes (AASD",1639.202,2053.7039,9.501219,false
"Journal of Diabetes Investigation","Journal of Diabetes Investigation",1650.9896,2017.3026,9.501219,false
"Ice Data Center","Ice Data Center",2612.1082,-2715.5645,9.497932,true
"the International Soil Moisture Network","the International Soil Moisture Network",2249.3389,-2706.8208,9.497658,false
"Joint Polar Satellite System","Joint Polar Satellite System",2705.9155,-2885.2695,9.494326,false
"n=38","n=38",1374.4226,2626.4475,9.492924,false
"COL5A2","COL5A2",2927.4104,2718.083,9.492405,false
"EDSIG","EDSIG",-701.6385,991.76654,9.488621,false
"the Education Special Interest Group","the Education Special Interest Group",-694.4167,970.6913,9.488621,false
"the Association of Information Technology Professionals","the Association of Information Technology Professionals",-678.2553,1015.5473,9.488621,false
"The Ozone Mapping and Profiler Suite","The Ozone Mapping and Profiler Suite",2603.2039,-2959.9302,9.484686,false
"let-7a-5p","let-7a-5p",3595.8542,1883.7346,9.477806,false
"Iterative Decomposition","Iterative Decomposition",-626.0371,2710.4446,9.477219,false
"NFKBIZ","NFKBIZ",2931.749,2754.2642,9.476213,false
"NESDIS","NESDIS",2494.5496,-2632.9395,9.475721,false
"Imaging Radiometer Suite","Imaging Radiometer Suite",2763.6406,-2778.3823,9.474935,false
"MiR-424","MiR-424",3193.7214,2329.252,9.464626,false
"Embase®","Embase®",908.64526,3122.4436,9.463514,false
"Royal Geographical Society","Royal Geographical Society",1516.0979,-480.73505,9.460581,false
"Vulcanologia","Vulcanologia",1254.2117,-1531.8892,9.4542465,false
"Fortran2003","Fortran2003",-499.60422,-3087.4353,9.452276,false
"Suomi NPP","Suomi NPP",2643.1592,-2922.5752,9.449041,false
"SCC Team","SCC Team",-882.0426,-1114.648,9.44875,false
"GEPIA","GEPIA",3067.2808,2835.852,9.444484,false
"the Search Tool for the Retrieval of Interacting Genes","the Search Tool for the Retrieval of Interacting Genes",3187.099,2699.7153,9.442118,false
"Integrated Multi-Satellite Retrievals","Integrated Multi-Satellite Retrievals",2476.4255,-2552.267,9.439493,false
"Dead Band","Dead Band",-3444.8142,-1243.8488,9.430809,false
"TIGIT","TIGIT",2803.761,2810.5264,9.430321,false
"International Cancer Genome Consortium","International Cancer Genome Consortium",3140.6626,2775.6956,9.419191,false
"Torres","Torres",811.5897,936.6562,9.418088,false
"Oncomine","Oncomine",3144.5222,2847.9893,9.414691,false
"TGFB1","TGFB1",2956.5,2464.1213,9.414421,false
"Probability of Detection","Probability of Detection",2111.775,-2277.3533,9.410477,false
"GLI3","GLI3",3034.0493,2569.7822,9.403153,false
"PI3K/AKT/mTOR","PI3K/AKT/mTOR",2978.458,2441.0493,9.393898,false
"Leptotrichia","Leptotrichia",3021.8474,557.7293,9.39275,false
"Microwave Radiometer","Microwave Radiometer",2395.8906,-2660.2263,9.391237,false
"R.A.","R.A.",660.2305,-2349.4436,9.391182,false
"Global Precipitation Measurement","Global Precipitation Measurement",2467.681,-2649.9485,9.384846,false
"Program Title","Program Title",-605.368,-3142.625,9.383518,false
"CPC Library","CPC Library",-560.98865,-3053.552,9.382618,false
"Gusb","Gusb",3742.6516,1315.6849,9.381184,false
"Ligplot","Ligplot",2657.5447,1554.321,9.377957,false
"Pharmacology Research & Perspectives","Pharmacology Research & Perspectives",2068.8364,2230.2922,9.377604,false
"Prevotella","Prevotella",3092.901,586.0837,9.370243,false
"Program","Program",-598.497,-3202.5547,9.366699,false
"Maastrichtian","Maastrichtian",2761.8823,-1123.5347,9.361972,false
"Thoracic Surgeons","Thoracic Surgeons",1271.9347,2956.7837,9.355959,false
"Contribution & Value Added","Contribution & Value Added",760.2943,-461.8415,9.354284,false
"GATA3","GATA3",2826.8,2647.2534,9.353925,false
"Schiller","Schiller",-521.2904,1834.5763,9.352522,false
"D. Lonie","D. Lonie",-538.76276,-2963.1924,9.351328,false
"the Royal Geographical Society","the Royal Geographical Society",1506.4056,-497.43674,9.348312,false
"Fuel Cell","Fuel Cell",-3061.7415,-1244.5653,9.347921,false
"the Global Land Data Assimilation System","the Global Land Data Assimilation System",2455.4534,-2379.694,9.346767,true
"ERRAT","ERRAT",2852.7488,1497.4485,9.3463745,false
"Xylella fastidiosa","Xylella fastidiosa",2757.5808,-50.511105,9.343353,false
"Database for Annotation, Visualization","Database for Annotation, Visualization",3118.702,2430.3408,9.342604,true
"ImmPort","ImmPort",3020.4749,2715.2986,9.342417,false
"Sistan","Sistan",1615.1204,-1138.2974,9.341873,false
"The Chinese Medical Association","The Chinese Medical Association",1065.5262,2072.2915,9.335,false
"eMarketer","eMarketer",-214.73653,440.55914,9.333557,false
"Core Observatory","Core Observatory",2590.6638,-2732.5554,9.324849,false
"Chapter 4","Chapter 4",-1167.6768,-412.6867,9.324251,false
"the Creative Commons Attribution License 4.0","the Creative Commons Attribution License 4.0",3019.4172,2859.9243,9.324163,false
"Jeong","Jeong",722.19464,-1879.1017,9.322305,false
"Radiat","Radiat",30.33071,-2610.6255,9.31311,false
"Slap Swarm Algorithm","Slap Swarm Algorithm",-2242.0627,-744.153,9.311655,true
"n=81","n=81",1499.7258,2517.5774,9.311622,false
"Pereira","Pereira",753.57294,-297.6083,9.3090515,false
"Infrared Sounder (CrIS","Infrared Sounder (CrIS",2661.0603,-2934.3398,9.307247,false
"the Institute of British","the Institute of British",1503.5249,-481.05972,9.305262,false
"ClusterProfiler","ClusterProfiler",2984.2046,2679.653,9.299509,false
"the European Society of Human Reproduction and Embryology","the European Society of Human Reproduction and Embryology",1534.3043,1590.4617,9.298645,false
"CDKN1A","CDKN1A",3099.3137,2555.104,9.298396,false
"Advanced Scatterometer","Advanced Scatterometer",2411.614,-2601.4626,9.298062,false
"Current Advancements","Current Advancements",880.038,-2399.875,9.295309,false
"Zhu, H.","Zhu, H.",902.2779,-2402.4236,9.295309,false
"CCL2","CCL2",2813.147,2530.4326,9.294805,false
"CDK1","CDK1",3145.2568,2741.9639,9.294285,false
"The Chinese Glioma Genome Atlas","The Chinese Glioma Genome Atlas",2995.4055,2867.3037,9.294141,false
"Van Leer","Van Leer",-923.96857,-3131.1685,9.293467,false
"Implications & Recommendations","Implications & Recommendations",763.38403,-486.818,9.289915,false
"Transform Spectrometer","Transform Spectrometer",2485.9668,-2995.6519,9.286948,false
"the National Snow and","the National Snow and",2641.6365,-2727.0952,9.28466,false
"Reproducibility","Reproducibility",-894.07043,-1122.9962,9.283831,false
"Chinese Medical Association Shanghai Branch","Chinese Medical Association Shanghai Branch",1868.968,2615.7742,9.283787,false
"Chinese Society of Gastroenterology","Chinese Society of Gastroenterology",1862.2603,2632.7546,9.283787,false
"Orthopyroxene","Orthopyroxene",1103.5787,-2250.734,9.282801,false
"CXCL8","CXCL8",2895.056,2565.3867,9.280933,false
"CDCA8","CDCA8",3183.7932,2823.452,9.280685,false
"Generation Rate Constraint","Generation Rate Constraint",-3471.414,-1210.9934,9.278936,false
"Rothia","Rothia",3072.44,552.0677,9.277525,false
"Yong","Yong",-777.5251,-1611.4479,9.277315,false
"North Atlantic Oscillation","North Atlantic Oscillation",2692.159,-1915.2622,9.273549,false
"The Creative Commons Public Domain Dedication","The Creative Commons Public Domain Dedication",1503.1016,-330.5032,9.27232,false
"American Society for Pharmacology","American Society for Pharmacology",2083.3962,2217.7993,9.269354,false
"PROVEAN","PROVEAN",2963.4475,1774.299,9.263115,false
"Delta CT","Delta CT",3771.611,992.5344,9.261742,false
"Climate Hazards Group InfraRed Precipitation","Climate Hazards Group InfraRed Precipitation",2420.2026,-2465.2993,9.25721,false
"Polarimeter","Polarimeter",2314.3638,-2844.1597,9.25503,false
"the University of Arkansas for","the University of Arkansas for",803.1533,2544.9126,9.253984,false
"Blood Institute","Blood Institute",1091.8066,2207.8806,9.251523,false
"Antimicrobial Susceptibility Testing","Antimicrobial Susceptibility Testing",2627.89,818.20355,9.244516,false
"Ocean Engineering","Ocean Engineering",987.5048,-2360.1235,9.242767,false
"CEBPA","CEBPA",2912.2483,2276.4531,9.234232,false
"Harada","Harada",504.17587,-1177.0648,9.230576,false
"the Single Channel Algorithm","the Single Channel Algorithm",2124.844,-2357.1443,9.228914,true
"ABCC2","ABCC2",3555.2246,1143.7192,9.228425,false
"Tumor Immune Estimation Resource","Tumor Immune Estimation Resource",3080.7515,2904.1868,9.227418,false
"miR-23a-3p","miR-23a-3p",3609.1313,1868.4178,9.226201,false
"CXCL1","CXCL1",2915.8718,2530.5002,9.217033,false
"Muñoz","Muñoz",651.04156,52.848576,9.215904,false
"Campanian","Campanian",2777.744,-1113.5841,9.213919,false
"EGR1","EGR1",3141.4534,2324.5378,9.203045,false
"LIMITATIONS","LIMITATIONS",1501.7002,1546.92,9.201958,false
"JAK-STAT","JAK-STAT",2944.237,2519.6719,9.2004795,false
"n=71","n=71",1240.5913,2781.3008,9.198853,false
"Atmospheric Sciences","Atmospheric Sciences",2265.4578,-2595.9539,9.198433,false
"Chinese National Committee for International Association of Meteorology","Chinese National Committee for International Association of Meteorology",2284.8154,-2589.0696,9.198433,false
"miR-101-3p","miR-101-3p",3627.3738,1871.4856,9.198311,false
"CXCL9","CXCL9",3030.4421,2749.7488,9.19798,false
"Coastal Research:","Coastal Research:",965.0421,-2335.2744,9.196047,false
"Global Topics and New Trends","Global Topics and New Trends",983.2191,-2340.8936,9.196047,false
"Apigenin","Apigenin",2559.318,1262.8887,9.193449,false
"Lam, S.","Lam, S.",968.423,-2354.1936,9.18876,false
"Downstream","Downstream",3021.2788,537.25574,9.185531,false
"Guido-Aldana","Guido-Aldana",876.31177,-2353.6555,9.181566,false
"Mulahasan","Mulahasan",876.49805,-2372.8076,9.181566,false
"Water Resources and Exploration","Water Resources and Exploration",908.94415,-2371.2148,9.181566,false
"ANZSCTS","ANZSCTS",1281.1439,2976.8242,9.177372,false
"CCL3","CCL3",2842.263,2565.462,9.175079,false
"CD74","CD74",3005.0994,2736.1316,9.173393,false
"MAlignant Tumors using","MAlignant Tumors using",3066.2224,2814.9675,9.171482,false
"Wigderson","Wigderson",-1173.5577,-2095.9336,9.16901,false
"the Biochemical Society","the Biochemical Society",3010.1455,2843.428,9.1652565,false
"the Grading of Recommendations Assessment, Development","the Grading of Recommendations Assessment, Development",1492.1091,2546.7903,9.163317,false
"Satellite Application Facility","Satellite Application Facility",2631.2683,-2529.502,9.161505,false
"Thermal Emission and Reflection Radiometer","Thermal Emission and Reflection Radiometer",2146.6194,-2068.463,9.159256,false
"European Society for Pediatric Gastroenterology","European Society for Pediatric Gastroenterology",1589.318,2302.2688,9.158805,false
"International License (http://creativecommons.org/licenses/by/4.0/","International License (http://creativecommons.org/licenses/by/4.0/",1504.2472,-349.536,9.151453,false
"Wolters Kluwer, Inc.","Wolters Kluwer, Inc.",1083.142,2080.393,9.150358,false
"MODerate","MODerate",2259.972,-1965.6815,9.149445,false
"CASP3","CASP3",3015.8025,2417.841,9.146205,false
"Rothia mucilaginosa","Rothia mucilaginosa",3038.2405,529.9001,9.145751,false
"Faculty of Social Sciences","Faculty of Social Sciences",2119.0376,-1241.3353,9.145634,false
"The Database for Annotation, Visualization","The Database for Annotation, Visualization",3193.8315,2606.934,9.145075,true
"Catalog","Catalog",-99.687645,-2890.5803,9.142969,false
"Встановлено","Встановлено",-1847.9628,-2337.3865,9.141332,false
"Transcriptome","Transcriptome",3470.8906,1277.3495,9.141251,false
"0.738","0.738",872.0094,1966.5273,9.140321,false
"Department of Geography","Department of Geography",2096.257,-1247.4069,9.137711,false
"FCER1G","FCER1G",2973.2832,2662.788,9.131266,false
"Methodol","Methodol",-679.3878,-2541.294,9.125715,false
"G. Phylogenetic","G. Phylogenetic",2857.8967,-563.6164,9.125584,false
"Hinselmann","Hinselmann",-499.89456,1823.9612,9.1250725,false
"Deforestation and Forest Degradation","Deforestation and Forest Degradation",2579.8635,-1431.8895,9.124752,false
"ALKBH5","ALKBH5",2925.5002,2798.182,9.124086,false
"HDMP","HDMP",2006.0767,3157.8804,9.121122,false
"NPM1","NPM1",2462.3408,1990.9974,9.120985,false
"n=52","n=52",1408.9042,2624.5757,9.119971,false
"G.","G.",1004.1752,-2195.3276,9.119453,false
"Nutrition","Nutrition",1606.9756,2295.4175,9.117318,false
"Patient(s","Patient(s",1560.4961,1637.4092,9.116715,false
"MCODE","MCODE",3246.3345,2517.7869,9.116629,false
"ACTA2","ACTA2",3050.4644,2652.745,9.114529,false
"Statista","Statista",-212.42197,398.5291,9.108692,false
"University of Craiova,","University of Craiova,",2107.102,-1227.434,9.107612,false
"Journal of Veterinary Internal Medicine","Journal of Veterinary Internal Medicine",1681.2064,2201.0825,9.104916,false
"Echo Asymmetry","Echo Asymmetry",-644.81177,2708.9417,9.10483,false
"KDM5b","KDM5b",3194.0393,2733.6216,9.104027,false
"TarBase","TarBase",3014.5044,2527.1438,9.102993,false
"the University of Chicago","the University of Chicago",202.43942,395.27863,9.098647,false
"India Meteorological Department","India Meteorological Department",2015.6188,-2192.928,9.085905,false
"J. R. Stat","J. R. Stat",-664.6318,-2527.9854,9.084545,false
"Carvalho","Carvalho",1096.6787,456.80878,9.084282,false
"Global Satellite Mapping of Precipitation","Global Satellite Mapping of Precipitation",2393.4712,-2527.375,9.082947,false
"Incorporated","Incorporated",332.2478,2751.987,9.08249,false
"The European Organisation for the Exploitation of Meteorological Satellites","The European Organisation for the Exploitation of Meteorological Satellites",2643.291,-2630.4202,9.082362,false
"Clinopyroxene","Clinopyroxene",1118.5975,-2209.5444,9.080664,false
"Information Service","Information Service",2534.9375,-2616.2112,9.077788,false
"Baluchestan Province","Baluchestan Province",1865.1058,-1617.69,9.0769825,false
"Eubacterium","Eubacterium",3011.6616,603.5892,9.075335,false
"CDK4","CDK4",3173.8281,2506.0447,9.073931,false
"the Cardiac Society of Australia","the Cardiac Society of Australia",1289.7711,2960.783,9.071836,false
"MedAE","MedAE",-78.46814,2785.4583,9.070927,false
"GPLv3 Programming","GPLv3 Programming",-602.46484,-3085.2354,9.0662,true
"North American Society for Pediatric Gastroenterology","North American Society for Pediatric Gastroenterology",1603.9524,2313.9297,9.065994,false
"ACTB","ACTB",3771.9587,1336.1251,9.063841,false
"CCL5","CCL5",2877.9712,2533.4255,9.063822,false
"L-MEB","L-MEB",2187.4006,-2654.7073,9.061558,false
"Society for Experimental Biology","Society for Experimental Biology",2671.2043,326.0486,9.0591755,false
"0.732","0.732",1283.944,819.3212,9.057152,false
"Taylor & Francis Group and Science Press","Taylor & Francis Group and Science Press",1917.7795,-2511.313,9.05508,false
"Result(s","Result(s",1542.73,1646.6577,9.054992,false
"Practice Work Group","Practice Work Group",1081.4044,1399.1226,9.054893,false
"Cebpb","Cebpb",3037.716,2387.9717,9.052359,false
"European Society of Human Reproduction","European Society of Human Reproduction",1453.5221,1515.0392,9.04761,false
"the Molecular Complex Detection","the Molecular Complex Detection",3138.086,2551.8787,9.046747,false
"RAF1","RAF1",3111.7964,2531.6472,9.045957,false
"the CASEarth Strategic Priority Research Programme","the CASEarth Strategic Priority Research Programme",1934.6875,-2520.9995,9.0458355,false
